 SITE CODE= 532小千谷市城内              
 LAT.=   37.3130
 LON.=  138.7916
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2004 10 23 17 55 50
 NS,EW,UD
-18.782,36.439,119.960
-8.757,40.493,5.499
0.623,36.377,-43.080
10.954,35.192,-44.011
28.680,35.084,-41.648
49.348,31.118,-49.122
73.486,27.506,-63.371
96.902,20.279,-73.765
120.437,8.979,-60.234
149.947,-5.547,1.475
186.316,-23.586,95.898
231.405,-40.454,167.105
273.904,-44.319,175.092
304.990,-20.555,113.816
320.412,21.144,12.343
317.417,60.980,-77.191
310.485,90.488,-112.965
297.984,95.797,-68.999
276.561,74.556,32.308
253.476,38.325,101.322
216.797,1.921,72.007
168.539,-24.113,-22.071
123.495,-45.745,-89.638
82.622,-55.406,-71.778
47.290,-48.616,21.022
18.982,-32.927,115.634
-8.456,-6.167,123.756
-34.200,17.449,37.798
-46.963,28.254,-72.294
-57.366,33.608,-144.904
-72.359,30.386,-158.298
-65.809,18.859,-122.993
-42.406,12.250,-48.738
-29.371,14.816,69.743
-29.566,24.877,182.561
-44.591,50.077,179.220
-63.820,82.073,52.141
-76.694,108.721,-74.837
-94.670,131.579,-121.958
-112.230,145.163,-94.780
-113.675,150.575,-21.513
-104.053,151.305,68.863
-104.438,139.298,154.767
-119.438,113.807,184.064
-137.567,87.074,123.477
-158.940,63.481,32.963
-180.488,39.710,-21.132
-202.383,19.147,-26.020
-208.710,6.828,-10.441
-180.010,7.283,4.783
-141.666,14.139,30.104
-102.734,18.873,50.928
-59.416,30.605,57.757
-22.741,50.782,67.364
2.970,66.280,76.222
14.160,75.570,42.808
24.855,82.891,-64.092
37.636,89.886,-186.962
45.548,99.713,-239.816
59.375,111.732,-191.422
73.983,121.644,-67.201
84.238,123.976,62.522
87.630,117.383,145.392
69.127,100.380,159.916
31.931,66.679,95.555
-4.812,23.066,-13.499
-32.413,-17.732,-112.486
-55.274,-60.066,-171.427
-69.422,-103.891,-182.988
-70.802,-140.211,-148.438
-68.537,-170.970,-74.304
-71.084,-200.406,14.320
-90.793,-231.473,78.103
-127.093,-255.694,85.084
-165.006,-267.418,42.305
-193.638,-276.284,-9.034
-203.767,-277.484,-39.571
-192.229,-262.534,-46.730
-156.748,-232.782,-43.074
-107.292,-196.789,-22.380
-60.693,-157.011,21.543
-16.966,-106.008,42.721
21.235,-56.722,10.520
47.255,-16.616,-31.041
63.841,20.459,-36.890
75.764,45.169,-11.981
85.148,52.979,18.354
95.571,53.075,33.750
115.908,52.625,25.002
143.320,47.754,-15.836
169.848,40.470,-73.398
192.043,38.900,-81.106
193.715,37.916,-9.714
167.006,36.513,71.580
128.232,39.836,75.826
97.563,44.887,-3.947
74.857,49.838,-82.197
48.870,54.907,-92.723
29.574,55.900,-58.816
29.522,59.026,-27.555
41.505,70.763,-14.446
51.989,82.762,1.051
49.883,92.975,34.806
30.478,98.407,62.850
8.342,91.021,57.980
5.204,73.366,15.073
12.897,46.856,-38.965
26.508,9.019,-51.385
58.934,-34.001,3.682
94.544,-74.168,98.524
126.268,-98.748,147.392
151.347,-93.273,91.720
144.998,-73.727,-10.407
120.885,-59.125,-91.471
95.260,-45.266,-141.378
56.620,-36.361,-138.411
12.101,-38.635,-58.907
-40.323,-52.004,54.083
-100.360,-67.477,95.351
-139.075,-76.960,29.645
-161.573,-95.104,-29.624
-191.210,-121.458,11.343
-211.483,-141.874,96.533
-205.588,-148.725,132.272
-181.584,-137.658,99.895
-161.381,-120.335,55.776
-152.318,-97.883,27.685
-138.283,-68.550,-11.713
-129.127,-43.131,-32.426
-124.022,-21.827,1.547
-111.311,-2.860,55.451
-109.204,13.236,86.935
-113.484,30.514,84.741
-120.142,48.395,69.238
-131.255,61.351,48.733
-135.141,69.683,6.649
-137.680,79.322,-41.006
-140.194,94.360,-54.625
-137.441,111.832,-31.791
-131.702,129.523,3.689
-128.908,150.682,45.389
-133.082,175.734,84.484
-135.687,193.503,90.263
-128.699,194.708,57.949
-113.502,186.705,24.368
-95.548,171.618,12.151
-72.249,147.669,8.341
-39.408,122.825,-6.204
-5.784,103.738,-29.777
20.432,86.460,-48.914
34.566,64.783,-73.275
39.358,43.111,-124.878
41.148,23.495,-191.192
39.391,1.309,-227.421
39.760,-25.866,-196.064
36.244,-58.835,-87.816
21.239,-96.256,60.338
4.684,-131.096,159.743
-7.674,-148.414,132.755
-8.889,-151.586,2.673
-8.229,-163.038,-128.851
-5.025,-175.043,-179.998
19.502,-173.809,-123.509
49.473,-172.256,-9.107
74.333,-169.551,61.792
92.791,-156.819,47.005
100.070,-138.516,-17.081
98.408,-127.057,-66.023
88.223,-128.050,-44.798
80.373,-126.891,38.542
75.927,-122.323,113.479
77.252,-111.029,95.815
86.084,-84.755,-29.332
90.775,-62.629,-175.258
95.072,-43.325,-260.052
112.124,-25.377,-261.341
147.236,-22.165,-196.904
184.575,-16.818,-108.624
212.909,0.836,-31.732
228.343,26.266,23.194
220.615,60.773,62.522
195.923,96.179,74.938
159.642,127.830,50.328
123.772,158.432,-3.565
98.510,179.533,-78.595
72.262,195.270,-138.118
51.990,211.298,-146.927
41.036,214.263,-103.352
23.153,209.114,-17.882
0.472,201.446,74.404
-26.460,193.218,128.657
-66.409,193.883,120.892
-108.375,196.331,65.256
-139.404,198.746,-0.337
-167.294,202.725,-49.870
-191.030,200.871,-48.113
-191.989,184.245,19.116
-172.687,144.885,92.986
-150.437,103.830,103.545
-130.819,90.533,46.454
-114.033,88.423,-25.424
-99.318,75.651,-64.888
-89.441,67.225,-49.883
-83.902,69.938,18.596
-74.429,72.761,108.932
-62.493,69.593,174.962
-47.678,58.959,168.578
-29.297,44.427,96.239
-19.477,29.476,28.212
-13.289,6.459,0.161
-4.216,-22.023,-5.187
2.318,-39.187,-17.816
10.798,-52.530,-45.179
17.056,-73.195,-56.474
15.726,-93.390,-30.081
6.781,-109.574,30.466
-5.639,-124.643,89.367
-9.457,-135.095,92.434
-14.875,-135.777,39.164
-24.386,-126.634,-26.162
-28.893,-108.963,-56.486
-34.902,-86.552,-32.111
-35.295,-59.665,12.294
-30.166,-30.996,31.643
-25.542,-7.912,5.578
-17.530,9.349,-57.215
-8.315,22.242,-119.800
5.155,26.699,-132.950
24.494,19.380,-66.378
44.662,4.399,51.922
61.057,-10.611,140.392
80.655,-18.071,123.574
97.481,-17.330,30.717
91.591,-18.011,-33.576
73.923,-24.461,-23.385
54.737,-27.923,39.018
40.200,-22.964,101.452
32.892,-11.031,118.352
16.888,3.132,79.979
-1.195,14.249,5.317
-13.358,23.566,-57.857
-23.155,29.469,-68.459
-28.266,34.249,-39.011
-28.338,44.094,-22.900
-20.306,57.542,-37.194
-10.766,71.920,-38.935
-4.228,80.505,-9.017
4.108,82.317,26.112
15.490,80.368,41.730
35.031,65.909,32.719
51.437,35.801,13.673
54.486,1.174,-7.621
50.732,-24.172,-23.589
39.286,-34.435,-19.886
28.242,-30.152,-13.511
20.414,-15.239,-11.690
13.028,0.628,0.275
10.233,11.253,17.602
4.088,16.392,46.493
0.806,15.790,84.502
1.261,3.452,106.588
-7.114,-14.663,102.364
-13.271,-28.389,65.141
-14.767,-42.725,7.223
-15.441,-53.943,-36.627
-8.558,-64.796,-41.782
1.506,-78.328,0.477
7.131,-86.987,69.772
9.484,-94.147,110.003
6.641,-96.918,79.915
-6.710,-94.429,11.844
-26.785,-93.112,-33.656
-51.264,-94.032,-40.129
-71.276,-97.129,-27.383
-74.129,-102.514,-12.586
-70.741,-111.274,11.457
-73.988,-124.164,43.819
-80.412,-138.569,56.177
-89.336,-152.343,36.460
-96.455,-167.009,-0.428
-94.614,-183.407,-32.683
-89.197,-201.029,-39.247
-70.302,-203.174,-23.791
-39.892,-183.471,-4.068
-18.593,-155.624,14.042
3.815,-115.757,25.991
27.161,-69.848,42.475
44.530,-26.335,77.187
66.294,17.401,115.794
88.950,57.809,133.226
111.366,97.680,107.822
140.051,136.291,38.844
170.991,176.154,-43.366
196.267,216.811,-104.558
214.781,251.923,-123.770
227.975,284.034,-91.980
230.600,303.802,-22.077
215.974,306.904,62.751
183.354,294.914,133.027
139.223,260.056,135.922
97.508,216.322,63.108
63.598,176.945,-25.907
33.797,138.073,-83.316
12.332,103.176,-93.216
2.759,73.038,-56.468
-3.010,51.755,19.462
-20.230,32.973,101.479
-53.869,20.155,128.536
-93.390,39.541,79.493
-120.950,62.859,0.753
-127.373,58.486,-42.121
-124.052,45.432,-25.579
-110.779,35.795,23.705
-76.207,21.991,58.157
-34.111,-0.562,47.634
-4.673,-18.376,9.400
10.874,-30.771,-23.421
14.110,-47.009,-39.100
5.150,-60.716,-43.084
-7.399,-70.414,-34.248
-22.247,-81.364,-1.241
-41.944,-95.549,38.412
-62.482,-108.453,45.210
-83.483,-115.821,13.263
-104.023,-120.863,-29.834
-123.456,-122.454,-67.153
-140.604,-116.303,-102.841
-149.940,-106.008,-130.605
-150.769,-96.323,-129.536
-151.477,-88.499,-93.417
-157.322,-80.495,-40.386
-161.065,-69.596,-4.941
-156.950,-55.545,2.227
-144.344,-40.081,5.793
-122.952,-27.306,9.422
-94.623,-18.563,8.440
-62.257,-15.620,26.914
-27.602,-15.882,67.254
9.852,-14.536,85.762
48.427,-14.740,50.826
86.799,-12.838,-12.214
121.687,-7.131,-51.887
147.804,-4.804,-57.250
160.811,-6.869,-64.718
158.002,-13.081,-91.695
144.470,-23.702,-117.909
119.815,-42.251,-119.705
83.386,-72.365,-83.022
45.114,-107.749,-21.044
11.264,-145.205,33.139
-14.608,-178.825,60.172
-33.625,-193.373,70.684
-46.534,-181.292,81.858
-46.708,-143.659,72.038
-35.988,-96.864,22.051
-16.715,-54.211,-44.949
12.286,-15.295,-107.913
40.620,10.723,-152.079
63.530,24.686,-159.129
85.425,29.705,-130.048
98.867,25.139,-81.548
99.948,24.336,-33.696
90.999,30.579,-7.142
67.238,40.887,-6.635
37.466,55.428,-24.367
11.541,72.873,-53.377
-13.203,92.877,-82.069
-34.921,111.900,-104.414
-52.759,125.496,-121.912
-68.873,133.274,-129.531
-86.655,137.059,-120.791
-103.075,136.427,-95.386
-119.930,137.284,-55.225
-145.965,145.482,-11.803
-173.113,157.999,14.935
-200.931,174.225,26.453
-233.457,189.511,26.009
-254.959,181.114,-3.588
-247.860,143.783,-49.016
-211.358,103.446,-68.615
-164.201,62.950,-46.934
-116.804,21.031,-1.105
-67.153,-10.300,40.198
-20.780,-25.154,55.505
15.621,-21.059,40.768
38.655,-11.489,9.415
52.839,0.575,-25.239
66.231,15.036,-52.902
82.943,22.354,-59.258
106.692,19.612,-41.771
132.966,6.945,-16.100
153.961,-9.039,-9.854
168.048,-28.943,-31.658
171.103,-48.140,-57.083
154.912,-65.851,-70.495
120.169,-87.906,-73.957
77.264,-103.484,-67.075
33.450,-112.757,-49.830
-6.009,-117.918,-26.605
-35.036,-115.557,-4.831
-49.989,-106.671,15.783
-52.162,-89.100,37.160
-42.934,-66.102,40.975
-21.058,-40.026,11.790
7.088,-12.364,-32.388
33.568,15.496,-58.866
55.788,42.040,-51.906
71.471,65.126,-22.738
80.857,85.605,3.020
84.126,98.533,4.878
77.649,101.205,-23.373
62.179,90.989,-65.648
50.779,67.455,-84.688
51.907,39.265,-54.010
57.263,11.690,11.953
60.214,-11.518,64.647
58.595,-27.386,67.610
48.366,-36.079,32.365
29.540,-42.627,-9.243
3.221,-50.249,-38.565
-28.119,-56.683,-52.497
-57.221,-65.830,-51.858
-83.513,-80.514,-33.747
-107.635,-96.891,-12.825
-123.244,-112.186,-10.245
-132.830,-126.674,-19.858
-134.878,-142.000,-30.215
-125.702,-157.019,-35.608
-116.365,-169.086,-25.251
-105.787,-176.007,-6.121
-92.579,-174.023,9.503
-87.416,-165.118,26.571
-87.617,-154.041,38.354
-91.569,-140.459,32.831
-99.856,-122.281,16.938
-103.369,-100.412,4.876
-103.105,-80.639,7.955
-105.275,-61.342,21.551
-104.516,-39.656,26.480
-97.053,-17.018,17.563
-89.048,7.025,10.626
-82.801,30.830,14.700
-75.695,56.221,28.811
-72.300,81.488,59.206
-71.773,105.432,96.560
-70.018,129.425,114.419
-71.192,148.718,100.197
-70.327,162.612,64.774
-65.264,167.704,40.965
-56.825,161.898,46.250
-41.464,144.222,61.541
-25.643,114.607,67.026
-14.165,82.788,67.216
-8.532,46.102,72.609
-6.348,8.082,68.740
-5.446,-19.352,44.103
-4.561,-42.464,17.513
-0.170,-61.791,10.829
5.269,-72.329,26.223
14.589,-76.752,45.435
25.835,-77.971,55.504
33.542,-75.121,53.518
38.908,-70.757,41.241
38.898,-70.122,31.476
34.404,-72.146,31.808
29.888,-76.293,42.180
27.982,-80.278,59.374
28.577,-79.817,74.577
29.386,-70.704,78.518
28.730,-52.426,71.801
26.312,-31.058,60.766
25.700,-7.218,44.601
26.155,17.711,33.934
29.526,40.209,41.128
39.650,59.526,56.706
50.401,74.416,71.625
63.267,87.609,71.179
81.652,99.085,35.447
99.719,107.341,-24.437
115.755,116.849,-72.551
130.805,128.365,-74.496
139.286,139.246,-27.740
134.806,147.773,24.968
124.435,148.525,37.773
110.168,136.265,7.170
85.126,112.083,-26.943
57.244,85.511,-29.789
34.627,61.552,-5.895
16.928,39.998,21.286
3.433,26.746,31.370
-9.917,16.139,22.570
-23.896,5.982,5.742
-37.025,2.524,-13.962
-48.541,-2.125,-21.523
-52.049,-9.943,-4.191
-45.905,-18.271,25.882
-30.637,-27.190,50.927
-8.584,-34.772,60.639
10.101,-42.139,60.576
26.196,-48.410,55.500
41.441,-53.077,30.821
53.116,-56.741,-18.240
65.824,-59.359,-71.316
80.734,-64.400,-98.354
96.807,-72.677,-78.364
114.150,-81.574,-21.745
129.859,-88.738,35.720
141.310,-89.563,66.561
144.532,-83.306,59.184
134.849,-72.422,24.001
119.532,-59.758,-7.325
105.648,-48.282,-14.136
93.202,-39.104,2.670
86.284,-30.570,28.806
79.433,-17.275,49.938
66.225,-1.815,58.520
49.032,11.845,52.077
30.926,23.477,32.280
18.175,28.538,-0.850
10.102,27.223,-27.664
2.615,20.266,-15.398
-2.273,8.546,31.660
-5.461,-1.702,81.273
-11.563,-6.421,107.564
-22.971,-8.806,97.314
-38.097,-13.586,59.696
-53.566,-18.846,21.989
-66.352,-26.492,7.217
-76.566,-40.229,20.860
-85.077,-56.999,46.084
-88.857,-70.936,54.918
-89.704,-76.739,37.155
-92.622,-75.049,7.895
-97.404,-66.394,-12.618
-101.892,-50.700,-13.466
-104.952,-30.526,6.824
-106.523,-10.035,39.265
-103.027,7.613,62.045
-94.971,23.535,60.802
-83.316,32.686,37.995
-65.230,32.745,5.862
-45.663,29.510,-17.207
-23.075,22.623,-25.644
2.211,13.660,-20.653
25.416,7.478,-7.792
50.356,4.158,-0.669
71.595,3.064,4.062
86.374,2.938,13.462
96.630,2.951,22.327
97.291,2.901,26.681
89.411,0.684,27.729
75.267,-4.510,27.841
54.711,-12.236,22.377
33.525,-20.145,4.006
18.462,-25.170,-26.044
7.700,-27.706,-51.865
-1.738,-27.580,-55.093
-6.667,-25.257,-42.583
-3.904,-22.911,-32.766
3.345,-20.087,-19.438
10.323,-17.380,7.955
16.991,-14.695,28.710
21.133,-8.014,17.516
25.599,1.885,-22.241
33.950,10.241,-66.082
39.727,16.762,-90.554
46.506,20.525,-96.407
58.246,20.062,-92.466
68.966,18.791,-76.050
77.266,17.043,-53.120
78.464,14.520,-34.218
71.519,14.547,-27.255
62.034,15.139,-32.828
52.611,14.115,-34.115
45.028,11.033,-20.983
36.472,4.057,-4.982
32.609,-2.788,-11.680
35.089,-6.353,-40.863
31.187,-7.543,-58.558
23.453,-5.980,-58.109
13.723,-1.377,-52.277
0.075,7.730,-44.802
-11.621,17.144,-38.396
-26.640,23.891,-27.130
-42.468,32.884,-17.083
-53.564,42.896,-18.762
-62.072,53.395,-22.980
-61.921,65.437,-23.957
-57.550,77.884,-20.939
-51.396,92.166,-20.238
-39.954,105.072,-24.959
-31.269,114.390,-15.383
-25.990,117.220,8.982
-21.799,108.769,17.020
-18.584,93.914,-3.802
-15.107,78.987,-24.991
-14.282,64.864,-16.629
-16.106,53.646,11.797
-17.568,50.120,29.822
-18.117,53.885,24.484
-19.765,61.154,6.036
-20.300,69.692,-19.186
-17.277,78.652,-46.055
-14.345,87.368,-53.622
-10.313,90.425,-35.023
-4.805,89.341,-7.568
-3.269,91.505,15.132
-5.566,94.621,26.427
-10.215,96.873,20.495
-16.807,100.447,-0.543
-22.603,100.822,-26.302
-26.016,91.293,-43.032
-25.850,73.320,-46.914
-21.218,52.765,-48.947
-16.263,33.610,-48.649
-14.815,17.645,-40.461
-17.091,4.557,-34.386
-25.407,-3.518,-36.080
-35.571,-6.630,-42.621
-43.910,-9.110,-46.177
-50.856,-12.120,-38.722
-49.710,-15.780,-23.021
-41.989,-18.809,-4.069
-30.328,-20.795,6.722
-14.401,-22.453,-1.760
-0.230,-22.796,-26.589
11.917,-23.930,-58.905
21.219,-27.082,-84.095
29.474,-31.774,-89.271
38.871,-38.881,-66.350
44.561,-48.114,-15.898
47.952,-58.871,41.209
50.599,-69.308,68.541
55.939,-77.033,37.430
64.852,-83.169,-27.490
74.109,-89.539,-76.264
88.234,-95.094,-91.861
103.148,-96.041,-72.657
113.404,-90.417,-35.010
114.818,-78.904,-8.864
97.464,-60.963,-5.567
68.916,-41.905,-16.907
40.861,-29.008,-17.034
13.057,-22.165,6.943
-11.457,-18.843,31.104
-28.527,-16.066,30.339
-38.636,-13.261,6.959
-42.621,-11.022,-18.316
-43.621,-7.736,-27.045
-46.097,-4.364,-18.424
-48.800,-2.021,-3.802
-52.862,0.572,11.568
-62.051,2.796,23.980
-75.718,1.677,23.447
-93.766,-3.428,10.236
-112.522,-10.496,-5.396
-125.579,-21.674,-15.196
-132.466,-37.713,-12.930
-133.608,-55.068,-1.586
-129.326,-71.681,9.673
-123.977,-83.375,12.677
-118.197,-89.656,3.768
-114.027,-91.429,-5.763
-113.024,-86.843,-5.415
-109.207,-81.617,3.355
-102.577,-79.637,18.971
-94.101,-79.125,34.071
-82.424,-81.197,35.551
-70.663,-87.109,26.272
-61.412,-96.243,26.349
-52.780,-106.081,40.484
-45.336,-113.433,50.719
-40.770,-114.482,42.423
-34.548,-107.250,19.628
-29.462,-92.919,2.553
-28.832,-73.864,3.433
-27.926,-54.229,17.503
-26.148,-36.057,37.249
-25.138,-20.075,57.128
-25.803,-7.622,70.020
-27.632,1.471,64.982
-31.159,7.439,44.877
-36.269,11.261,28.579
-40.704,14.555,25.416
-44.619,17.814,31.300
-46.634,20.302,38.350
-44.686,19.302,42.623
-39.925,13.192,48.085
-34.138,4.213,58.186
-26.354,-5.289,67.902
-17.250,-12.630,70.785
-8.957,-16.329,66.770
1.547,-17.119,58.543
13.250,-13.760,48.143
24.289,-8.988,34.408
38.390,-4.170,18.877
53.255,3.896,11.499
67.771,12.225,15.371
81.435,20.325,21.134
89.215,31.291,21.930
93.424,43.089,19.134
93.496,52.311,17.790
86.388,57.670,24.152
76.275,60.313,43.547
63.742,59.939,67.935
50.379,57.948,73.448
39.518,59.386,51.901
29.955,64.542,24.934
21.964,71.389,13.884
13.732,80.108,19.655
5.104,91.400,29.511
-0.398,103.786,31.754
-4.235,114.894,25.825
-6.378,124.962,15.299
-5.933,132.205,2.640
-4.574,136.131,-5.642
-3.289,133.380,-4.703
-2.633,117.134,1.915
-2.927,94.373,8.382
-7.188,74.454,13.696
-14.798,59.257,18.449
-21.632,48.997,21.988
-28.235,42.129,26.537
-33.724,38.128,29.351
-36.614,33.837,21.726
-38.278,25.964,4.318
-37.340,14.081,-14.445
-35.618,-1.890,-24.212
-37.566,-19.564,-16.211
-39.488,-36.978,3.512
-38.882,-52.046,18.646
-37.972,-62.522,21.550
-34.333,-69.522,14.585
-26.693,-74.440,3.461
-15.378,-77.217,-9.011
1.333,-77.948,-23.289
19.694,-79.112,-30.538
36.988,-80.593,-24.530
53.173,-79.019,-15.941
62.998,-73.403,-12.156
66.861,-60.429,-15.553
63.965,-41.120,-22.973
50.761,-20.882,-18.203
36.614,-0.155,-2.139
25.583,18.787,6.789
15.469,35.697,2.201
9.341,49.520,-10.140
5.739,58.363,-17.203
5.382,66.377,-11.089
9.959,72.545,0.346
14.918,77.853,3.729
18.774,85.245,-9.023
23.502,91.672,-31.709
27.980,95.702,-40.398
30.763,94.931,-20.751
30.972,86.991,9.541
28.178,75.352,25.911
26.816,62.965,19.027
24.959,47.342,1.446
18.438,30.300,-12.689
12.295,16.147,-31.988
7.046,5.695,-54.508
2.855,-1.759,-60.520
-0.028,-7.625,-41.387
-5.582,-9.313,-7.991
-11.932,-5.404,14.146
-17.248,1.763,9.406
-18.432,9.195,-17.230
-13.691,16.243,-46.382
-6.201,24.389,-52.458
6.190,32.149,-27.916
21.466,38.856,3.039
34.415,44.999,10.739
41.598,47.545,-5.899
36.936,42.536,-27.858
23.135,32.321,-42.293
9.385,20.389,-46.701
-0.558,7.261,-40.385
-9.898,-4.125,-24.508
-17.983,-11.546,-11.224
-21.646,-12.836,-9.568
-25.834,-7.790,-11.495
-32.036,0.853,-11.300
-39.723,13.694,-14.053
-49.139,30.448,-22.470
-58.859,48.326,-28.175
-69.775,65.471,-24.769
-79.138,79.214,-21.990
-85.112,88.057,-26.598
-88.828,90.962,-29.413
-87.432,82.328,-23.607
-79.434,63.889,-13.822
-69.828,45.639,-3.490
-60.310,29.926,6.078
-50.877,16.609,10.758
-43.746,7.684,6.140
-35.361,3.356,-9.298
-27.324,0.913,-23.475
-20.918,-2.306,-25.907
-11.465,-6.288,-23.676
-2.184,-11.581,-21.495
6.393,-17.343,-20.061
14.091,-23.537,-21.747
18.443,-29.475,-26.704
22.116,-34.368,-32.354
23.373,-40.781,-29.016
21.610,-47.488,-15.605
20.106,-54.062,-8.134
19.165,-59.970,-17.461
18.637,-63.496,-37.169
17.723,-67.594,-52.267
16.373,-72.078,-56.575
15.048,-75.129,-52.346
11.639,-76.756,-37.599
5.619,-77.300,-17.348
-2.207,-77.941,-8.613
-12.761,-77.596,-17.564
-23.486,-76.107,-33.471
-30.976,-74.530,-44.875
-36.754,-72.705,-46.678
-40.149,-70.746,-42.005
-39.052,-68.188,-36.772
-37.443,-65.171,-28.466
-37.130,-61.268,-16.024
-37.014,-54.608,-8.333
-38.020,-44.638,-15.134
-37.118,-31.855,-37.288
-33.590,-17.933,-59.580
-28.168,-4.378,-66.725
-19.623,7.746,-55.038
-10.947,17.177,-25.877
-1.957,23.730,4.798
6.325,27.382,16.257
10.236,29.704,8.078
9.371,31.308,-0.543
3.900,31.783,3.327
-2.188,32.871,8.489
-6.868,34.476,5.838
-10.503,33.922,-0.362
-14.300,28.271,-8.715
-19.632,18.434,-13.614
-22.692,6.193,-5.566
-21.997,-7.072,9.523
-19.838,-17.515,15.365
-17.856,-22.793,15.411
-16.393,-22.980,24.503
-16.617,-22.543,35.932
-18.916,-23.509,36.340
-18.989,-24.792,28.118
-18.224,-28.582,23.787
-19.682,-31.513,29.003
-17.850,-27.359,32.912
-13.388,-16.408,29.834
-9.282,-2.986,24.961
-2.695,9.053,21.255
4.869,17.523,20.019
12.236,21.213,19.059
18.726,20.209,18.882
23.722,15.136,18.400
29.112,7.591,11.869
34.025,-0.524,6.634
37.515,-10.617,12.913
38.175,-22.593,23.819
35.558,-33.741,28.186
31.634,-43.612,29.374
25.738,-52.716,36.015
18.257,-60.742,43.912
12.536,-65.435,43.098
10.225,-67.447,34.209
10.693,-69.718,25.254
11.723,-72.824,18.437
12.945,-75.695,6.957
15.586,-76.860,-10.120
17.039,-77.010,-18.031
17.376,-74.965,-11.836
18.337,-68.995,-3.509
18.592,-59.660,3.786
20.982,-48.946,13.877
25.300,-39.290,26.864
28.272,-29.898,37.592
31.929,-20.727,36.605
35.802,-12.364,21.861
38.244,-5.051,1.243
39.371,0.032,-13.421
38.700,2.627,-12.700
38.305,1.754,-1.380
38.983,-2.582,5.288
39.270,-10.414,0.220
38.960,-22.420,-7.091
38.166,-35.463,-2.495
37.488,-46.504,14.379
37.355,-53.922,28.250
36.668,-56.026,24.171
32.272,-53.943,6.119
24.674,-50.783,-12.717
17.300,-51.664,-26.132
10.395,-56.993,-29.304
3.599,-64.862,-19.437
-4.780,-77.172,-0.361
-15.000,-85.496,13.303
-26.830,-82.046,8.360
-39.293,-72.348,-7.560
-48.752,-60.120,-16.966
-56.295,-46.160,-10.046
-59.722,-31.364,6.472
-55.058,-16.911,18.314
-45.213,-3.909,21.018
-33.336,8.758,18.434
-22.272,20.620,13.632
-12.887,31.890,5.186
-4.791,43.993,-2.634
2.275,54.616,-0.777
8.664,61.705,10.459
13.395,65.612,24.236
18.945,64.752,32.914
26.131,57.530,33.038
31.895,46.448,25.815
35.849,34.546,15.036
38.700,21.560,7.524
39.677,7.816,3.779
37.179,-4.281,1.055
30.063,-13.984,4.304
18.635,-22.465,15.104
4.514,-28.223,22.626
-10.025,-28.978,16.852
-21.765,-28.209,2.842
-31.096,-29.088,-1.134
-39.185,-31.273,15.320
-43.569,-34.372,40.873
-45.012,-36.987,55.508
-44.920,-37.538,48.432
-44.357,-34.588,28.531
-43.626,-28.057,12.001
-38.777,-18.768,1.866
-30.148,-7.674,-2.407
-18.437,2.922,0.704
-4.045,12.614,7.838
7.618,23.091,13.767
18.786,34.118,12.104
28.834,44.936,11.909
32.944,55.720,27.799
35.326,65.147,45.328
35.052,72.940,45.780
34.773,79.545,29.679
37.950,83.005,10.868
39.622,83.570,4.714
43.291,82.485,9.461
48.620,80.150,19.484
50.800,77.921,27.073
48.555,75.641,23.065
39.532,72.026,14.704
26.853,64.018,11.237
14.636,51.147,15.676
6.675,37.463,23.220
4.263,24.705,24.065
5.300,12.777,18.151
10.796,2.843,8.821
17.896,-2.423,1.814
23.686,-2.502,0.612
29.322,2.254,-0.684
33.400,13.253,0.491
34.800,27.217,8.171
31.676,38.918,14.060
24.084,48.503,13.699
16.836,55.810,11.520
10.978,57.710,10.590
7.122,53.637,4.452
6.612,45.816,-7.414
7.159,36.549,-5.856
8.712,27.024,8.783
10.885,21.156,8.114
11.249,22.509,-8.620
8.378,25.979,-11.556
-0.502,27.662,9.466
-12.286,30.102,26.478
-18.996,32.950,10.674
-20.123,33.680,-20.929
-17.516,31.614,-35.692
-11.584,29.373,-31.886
-2.184,30.910,-23.191
12.540,34.316,-18.795
26.698,36.486,-11.629
35.140,38.437,3.098
40.066,39.692,5.982
41.034,39.562,-11.013
41.243,36.063,-33.047
41.629,27.924,-43.667
39.259,19.673,-37.659
38.015,13.375,-29.248
37.997,9.212,-30.149
34.850,6.571,-33.732
28.222,4.138,-32.875
19.257,3.980,-28.459
10.095,5.581,-22.789
4.461,6.594,-20.807
2.777,6.559,-24.166
5.161,7.185,-29.829
11.439,9.125,-35.007
18.775,10.456,-34.916
27.895,11.419,-32.034
34.373,12.923,-23.062
35.921,14.709,-6.944
36.591,15.443,-5.691
34.596,14.745,-21.377
33.507,11.225,-32.734
32.894,3.554,-28.453
30.412,-4.004,-15.541
31.844,-9.516,-12.833
32.798,-14.445,-19.008
30.246,-18.862,-22.285
25.754,-21.352,-21.459
17.832,-19.821,-15.024
9.515,-16.958,-7.177
0.295,-15.176,-5.242
-10.412,-12.880,-13.040
-18.684,-10.870,-31.168
-25.554,-10.288,-44.619
-33.095,-10.014,-35.669
-39.906,-9.508,-12.051
-46.630,-7.309,6.415
-55.293,-1.895,12.713
-65.646,3.923,12.459
-77.867,7.642,10.529
-90.438,9.250,0.064
-98.536,6.970,-20.684
-102.006,-0.037,-32.724
-102.857,-11.008,-21.142
-100.058,-23.853,1.675
-96.997,-34.601,15.260
-96.518,-42.227,14.753
-95.898,-47.723,7.011
