SITE CODE= EEB熊本西区春日              ,32.7755,130.8495,  8,5.8,42474.9219329,  3.09,  5.24
 LAT.=   32.7866
 LON.=  130.6876
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2016 04 14 22 06 10
 NS,EW,UD
2.360,-1.280,-4.024
1.350,-1.661,-3.308
0.664,-1.033,-1.670
-0.424,-0.566,-0.022
-2.965,-1.033,0.721
-6.837,-2.048,0.266
-10.336,-2.629,-0.899
-11.512,-2.237,-1.903
-9.838,-1.199,-2.127
-6.394,-0.241,-1.552
-2.584,0.260,-0.619
0.993,0.580,0.179
4.338,1.272,0.627
7.137,2.478,0.838
8.617,3.597,1.086
8.410,3.753,1.528
7.244,2.680,2.005
6.345,1.069,2.117
6.079,-0.120,1.579
5.411,-0.661,0.599
2.990,-1.133,-0.163
-1.186,-1.944,-0.131
-5.369,-2.588,0.689
-7.491,-2.165,1.768
-7.021,-0.561,2.590
-5.312,1.237,3.051
-4.132,2.144,3.245
-3.980,2.008,3.024
-3.950,1.452,2.003
-3.012,0.903,0.073
-1.103,0.168,-2.235
1.094,-1.006,-4.111
3.043,-2.308,-5.162
4.630,-3.078,-5.611
5.668,-2.968,-5.786
5.637,-2.160,-5.584
4.238,-0.954,-4.636
2.021,0.524,-2.905
0.111,2.063,-0.888
-0.765,3.077,0.856
-0.780,2.922,2.217
-0.558,1.623,3.395
-0.529,0.097,4.364
-0.851,-0.548,4.766
-1.634,-0.014,4.403
-2.768,0.912,3.645
-3.525,1.106,3.072
-2.880,0.169,2.784
-0.622,-1.218,2.302
1.996,-1.951,1.254
3.162,-1.486,-0.018
2.234,-0.277,-0.786
0.377,0.648,-0.817
-0.682,0.501,-0.720
-0.400,-0.713,-1.261
0.257,-2.188,-2.454
0.063,-2.792,-3.509
-1.177,-1.828,-3.659
-2.582,0.316,-2.933
-3.098,2.230,-2.036
-2.196,2.500,-1.598
0.019,1.027,-1.645
2.859,-0.684,-1.711
5.039,-0.840,-1.312
5.121,0.871,-0.270
2.604,2.842,1.230
-1.267,3.027,2.712
-4.140,0.907,3.567
-4.409,-1.984,3.412
-2.517,-3.427,2.476
-0.316,-2.395,1.559
0.797,0.214,1.407
0.976,2.439,1.966
1.188,2.829,2.317
1.812,1.494,1.485
2.252,-0.102,-0.599
1.865,-0.392,-2.936
0.864,0.923,-4.266
0.071,2.559,-4.069
-0.075,2.741,-2.854
0.012,0.881,-1.559
-0.421,-1.796,-0.736
-1.669,-3.368,-0.254
-3.373,-3.055,0.347
-4.927,-1.917,1.305
-5.859,-1.657,2.368
-5.830,-2.790,3.005
-4.569,-4.116,2.832
-2.072,-4.015,1.939
1.067,-2.149,0.880
3.705,0.242,0.307
4.792,1.633,0.481
4.151,1.625,1.017
2.670,1.049,1.138
1.612,0.883,0.315
1.562,1.352,-1.213
1.967,2.067,-2.550
1.736,2.742,-2.847
0.344,3.449,-2.018
-1.638,4.208,-0.793
-3.114,4.579,-0.077
-3.500,3.956,-0.218
-3.211,2.251,-0.842
-3.143,0.120,-1.302
-3.728,-1.588,-1.214
-4.472,-2.589,-0.657
-4.328,-3.287,0.012
-2.574,-4.201,0.435
0.475,-5.333,0.452
3.520,-6.123,0.191
5.134,-5.897,0.050
4.865,-4.318,0.434
3.623,-1.497,1.391
2.859,2.053,2.456
3.235,5.446,2.968
4.081,7.548,2.600
4.179,7.472,1.577
3.021,5.260,0.393
1.175,2.101,-0.619
-0.442,-0.329,-1.392
-1.385,-1.071,-1.884
-1.691,-0.567,-1.949
-1.434,-0.199,-1.547
-0.672,-1.047,-0.979
0.139,-2.960,-0.720
0.139,-4.732,-0.947
-1.154,-5.126,-1.294
-3.065,-3.817,-1.200
-4.127,-1.555,-0.493
-3.430,0.413,0.433
-1.518,1.124,1.035
0.182,0.435,1.120
0.775,-0.878,0.906
0.611,-1.550,0.665
0.621,-0.679,0.456
1.180,1.481,0.235
1.773,3.574,0.101
1.708,4.249,0.250
0.940,3.411,0.687
0.102,2.287,1.112
-0.193,2.133,1.193
0.051,2.910,0.935
0.320,3.382,0.680
0.152,2.498,0.717
-0.455,0.454,0.957
-1.141,-1.650,1.042
-1.561,-2.988,0.748
-1.587,-3.569,0.200
-1.235,-3.749,-0.314
-0.533,-3.575,-0.652
0.405,-2.849,-0.893
1.249,-1.664,-1.157
1.536,-0.516,-1.454
1.038,0.214,-1.727
0.023,0.722,-1.973
-0.919,1.464,-2.210
-1.345,2.447,-2.351
-1.264,3.034,-2.198
-1.011,2.593,-1.627
-0.885,1.281,-0.795
-0.964,-0.002,-0.059
-1.172,-0.532,0.311
-1.432,-0.509,0.367
-1.730,-0.749,0.401
-2.101,-1.648,0.666
-2.554,-2.617,1.173
-2.903,-2.670,1.742
-2.693,-1.505,2.185
-1.461,0.170,2.419
0.695,1.342,2.425
2.849,1.572,2.189
3.803,1.143,1.725
3.169,0.599,1.161
1.851,0.348,0.739
1.258,0.628,0.643
1.982,1.463,0.821
3.305,2.444,0.964
4.055,2.762,0.716
3.751,1.827,-0.041
2.801,-0.048,-1.078
1.701,-1.778,-1.973
0.393,-2.501,-2.402
-1.402,-2.403,-2.356
-3.414,-2.421,-2.103
-4.703,-3.102,-1.943
-4.506,-3.926,-1.936
-3.124,-3.851,-1.815
-1.783,-2.453,-1.206
-1.511,-0.417,-0.024
-2.152,1.126,1.311
-2.514,1.630,2.112
-1.549,1.449,1.976
0.578,1.286,1.188
2.592,1.502,0.524
3.289,2.012,0.579
2.638,2.614,1.228
1.716,3.190,1.723
1.567,3.548,1.365
2.191,3.347,0.139
2.679,2.382,-1.258
2.229,0.911,-1.974
0.908,-0.477,-1.645
-0.575,-1.381,-0.611
-1.644,-1.869,0.389
-2.255,-2.237,0.740
-2.652,-2.592,0.310
-2.965,-2.806,-0.544
-3.131,-2.754,-1.235
-3.066,-2.443,-1.332
-2.714,-1.878,-0.824
-1.983,-1.026,-0.120
-0.790,0.006,0.277
0.736,0.885,0.177
2.196,1.328,-0.152
3.167,1.410,-0.256
3.508,1.464,0.073
3.404,1.636,0.635
3.145,1.714,1.073
2.885,1.498,1.242
2.552,1.152,1.257
1.868,1.019,1.210
0.506,1.111,0.979
-1.596,1.048,0.412
-3.964,0.611,-0.340
-5.695,0.185,-0.840
-6.051,0.382,-0.773
-5.056,1.222,-0.338
-3.487,1.884,-0.091
-2.233,1.479,-0.390
-1.637,0.035,-1.039
-1.392,-1.411,-1.516
-0.958,-1.814,-1.499
-0.027,-1.162,-1.105
1.331,-0.441,-0.640
2.787,-0.549,-0.245
3.986,-1.285,0.143
4.715,-1.576,0.553
4.929,-0.715,0.851
4.648,0.712,0.915
3.827,1.327,0.848
2.413,0.417,0.924
0.555,-1.222,1.292
-1.312,-2.076,1.777
-2.709,-1.497,2.015
-3.466,-0.360,1.759
-3.787,-0.066,1.070
-3.946,-1.044,0.258
-3.967,-2.374,-0.331
-3.662,-2.813,-0.504
-2.909,-2.003,-0.327
-1.832,-0.669,-0.109
-0.709,0.161,-0.217
0.232,-0.004,-0.786
0.924,-0.887,-1.557
1.461,-1.721,-2.044
2.038,-1.739,-1.952
2.816,-0.669,-1.446
3.740,1.020,-0.972
4.500,2.406,-0.782
4.704,2.831,-0.644
4.130,2.417,-0.089
2.804,1.807,1.033
0.917,1.438,2.273
-1.182,1.201,2.894
-2.932,0.844,2.501
-3.710,0.471,1.401
-3.325,0.414,0.344
-2.353,0.653,-0.103
-1.777,0.674,0.011
-2.106,0.079,0.140
-2.863,-0.808,-0.254
-3.040,-1.172,-1.240
-2.078,-0.560,-2.352
-0.355,0.606,-2.957
1.224,1.506,-2.744
2.008,1.728,-1.946
1.995,1.535,-1.111
1.654,1.374,-0.624
1.513,1.334,-0.422
1.818,1.154,-0.155
2.349,0.626,0.375
2.486,-0.168,0.996
1.629,-0.948,1.395
-0.219,-1.442,1.512
-2.231,-1.481,1.617
-3.279,-1.073,1.966
-2.850,-0.502,2.440
-1.495,-0.229,2.626
-0.323,-0.494,2.253
-0.020,-0.986,1.479
-0.325,-1.101,0.715
-0.465,-0.638,0.198
0.014,-0.125,-0.185
0.851,-0.274,-0.676
1.420,-1.090,-1.331
1.363,-1.742,-1.960
0.826,-1.416,-2.341
0.180,-0.214,-2.391
-0.338,0.976,-2.160
-0.703,1.478,-1.736
-0.961,1.494,-1.204
-1.143,1.692,-0.697
-1.266,2.243,-0.349
-1.302,2.515,-0.204
-1.115,1.799,-0.173
-0.573,0.230,-0.121
0.224,-1.213,0.022
0.907,-1.657,0.268
1.197,-1.197,0.633
1.270,-0.729,1.137
1.571,-0.956,1.711
2.152,-1.667,2.171
2.347,-2.073,2.348
1.371,-1.709,2.233
-0.707,-0.873,1.950
-2.739,-0.149,1.570
-3.444,0.292,1.033
-2.608,0.779,0.289
-1.279,1.550,-0.504
-0.743,2.293,-1.040
-1.341,2.384,-1.156
-2.271,1.568,-1.033
-2.437,0.297,-1.027
-1.435,-0.612,-1.287
0.198,-0.680,-1.566
1.539,-0.144,-1.450
2.026,0.300,-0.775
1.815,0.180,0.164
1.532,-0.299,0.828
1.705,-0.482,0.868
2.315,-0.017,0.394
2.811,0.635,-0.124
2.592,0.610,-0.268
1.548,-0.384,-0.021
0.174,-1.582,0.243
-0.855,-1.830,0.134
-1.240,-0.756,-0.360
-1.216,0.837,-0.871
-1.241,1.785,-1.026
-1.564,1.657,-0.824
-2.091,0.994,-0.572
-2.546,0.590,-0.475
-2.674,0.720,-0.382
-2.359,1.034,0.014
-1.680,1.011,0.747
-0.937,0.382,1.468
-0.499,-0.732,1.779
-0.507,-1.900,1.616
-0.689,-2.601,1.251
-0.581,-2.558,0.944
0.023,-1.969,0.703
0.870,-1.338,0.403
1.536,-0.993,0.037
1.843,-0.796,-0.240
1.929,-0.418,-0.325
1.935,0.145,-0.325
1.782,0.474,-0.454
1.333,0.200,-0.794
0.676,-0.505,-1.208
0.107,-1.028,-1.473
-0.184,-0.890,-1.477
-0.281,-0.159,-1.250
-0.334,0.700,-0.873
-0.290,1.270,-0.389
0.047,1.439,0.172
0.673,1.340,0.733
1.228,1.180,1.165
1.265,1.140,1.398
0.665,1.313,1.479
-0.273,1.627,1.510
-1.127,1.841,1.504
-1.646,1.690,1.323
-1.775,1.062,0.827
-1.505,0.071,0.053
-0.831,-1.009,-0.756
0.111,-1.831,-1.343
0.975,-2.078,-1.620
1.401,-1.637,-1.651
1.329,-0.762,-1.490
1.086,0.006,-1.123
1.066,0.226,-0.601
1.294,-0.077,-0.144
1.340,-0.471,0.020
0.739,-0.517,-0.083
-0.462,-0.123,-0.151
-1.654,0.431,0.073
-2.204,0.736,0.486
-2.078,0.510,0.712
-1.840,-0.165,0.542
-2.000,-0.772,0.208
-2.433,-0.626,0.153
-2.526,0.503,0.546
-1.872,1.991,1.086
-0.726,2.765,1.308
0.269,2.300,1.020
0.731,1.128,0.440
0.793,0.244,-0.064
0.787,0.060,-0.309
0.802,0.136,-0.387
0.661,-0.083,-0.497
0.266,-0.564,-0.720
-0.161,-0.887,-0.947
-0.237,-0.985,-0.981
0.219,-1.299,-0.728
0.969,-2.113,-0.293
1.479,-2.997,0.088
1.294,-3.126,0.267
0.404,-2.139,0.305
-0.674,-0.519,0.378
-1.232,0.884,0.550
-0.946,1.599,0.677
-0.207,1.775,0.592
0.182,1.859,0.338
-0.261,2.117,0.152
-1.247,2.434,0.190
-1.984,2.435,0.328
-1.912,1.839,0.284
-1.152,0.758,-0.057
-0.287,-0.326,-0.487
0.212,-0.976,-0.683
0.325,-1.214,-0.533
0.367,-1.458,-0.218
0.668,-1.978,0.000
1.311,-2.503,0.037
2.044,-2.504,0.016
2.396,-1.839,0.082
1.988,-0.998,0.236
0.876,-0.608,0.356
-0.421,-0.787,0.323
-1.306,-1.054,0.131
-1.542,-0.878,-0.119
-1.299,-0.200,-0.307
-0.825,0.587,-0.354
-0.232,1.094,-0.260
0.357,1.298,-0.077
0.630,1.488,0.135
0.303,1.935,0.349
-0.452,2.601,0.543
-1.024,3.137,0.664
-0.933,3.156,0.622
-0.346,2.559,0.385
0.142,1.623,0.070
0.197,0.772,-0.119
0.040,0.214,-0.079
0.037,-0.169,0.051
0.191,-0.593,0.009
0.240,-1.072,-0.324
0.155,-1.386,-0.753
0.235,-1.339,-0.955
0.622,-0.987,-0.812
0.936,-0.590,-0.527
0.672,-0.377,-0.392
-0.075,-0.386,-0.471
-0.560,-0.501,-0.555
-0.238,-0.588,-0.437
0.510,-0.572,-0.146
0.719,-0.442,0.106
-0.052,-0.248,0.192
-1.122,-0.093,0.188
-1.356,-0.087,0.237
-0.327,-0.255,0.360
1.239,-0.477,0.448
2.169,-0.551,0.441
1.841,-0.337,0.419
0.542,0.127,0.494
-0.934,0.624,0.652
-1.890,0.881,0.768
-2.023,0.731,0.756
-1.453,0.204,0.676
-0.626,-0.480,0.635
-0.105,-1.020,0.650
-0.238,-1.181,0.604
-0.919,-0.936,0.390
-1.689,-0.507,0.049
-2.095,-0.254,-0.257
-1.961,-0.433,-0.417
-1.374,-0.990,-0.490
-0.517,-1.573,-0.649
0.392,-1.775,-0.964
1.091,-1.420,-1.268
1.372,-0.662,-1.263
1.297,0.169,-0.805
1.197,0.808,-0.087
1.381,1.171,0.478
1.805,1.334,0.601
2.107,1.417,0.339
1.951,1.473,0.014
1.316,1.451,-0.087
0.432,1.228,0.067
-0.437,0.772,0.303
-1.104,0.284,0.436
-1.446,0.138,0.407
-1.479,0.539,0.271
-1.445,1.214,0.124
-1.650,1.533,0.048
-2.079,1.089,0.077
-2.274,0.166,0.142
-1.764,-0.486,0.091
-0.678,-0.437,-0.174
0.255,-0.055,-0.554
0.427,-0.107,-0.767
0.010,-0.844,-0.597
-0.257,-1.633,-0.131
0.063,-1.598,0.309
0.639,-0.579,0.474
0.826,0.664,0.408
0.484,1.227,0.329
0.138,0.949,0.342
0.291,0.440,0.325
0.768,0.311,0.128
0.878,0.531,-0.196
0.218,0.576,-0.441
-0.820,0.111,-0.481
-1.414,-0.615,-0.401
-1.131,-1.061,-0.341
-0.333,-0.949,-0.294
0.231,-0.501,-0.144
0.161,-0.136,0.122
-0.289,-0.057,0.340
-0.572,-0.126,0.336
-0.398,-0.106,0.134
0.072,0.080,-0.080
0.489,0.319,-0.175
0.651,0.471,-0.185
0.585,0.496,-0.194
0.426,0.423,-0.194
0.289,0.264,-0.109
0.237,0.013,0.051
0.249,-0.265,0.168
0.221,-0.398,0.169
0.074,-0.241,0.151
-0.098,0.137,0.269
-0.053,0.429,0.518
0.349,0.305,0.706
0.897,-0.292,0.663
1.180,-1.036,0.444
0.990,-1.434,0.266
0.542,-1.201,0.255
0.234,-0.483,0.324
0.220,0.265,0.303
0.302,0.633,0.146
0.219,0.518,-0.047
-0.035,0.135,-0.194
-0.219,-0.189,-0.323
-0.152,-0.216,-0.496
0.081,0.099,-0.682
0.182,0.594,-0.760
-0.117,0.959,-0.667
-0.845,0.895,-0.473
-1.746,0.359,-0.297
-2.436,-0.351,-0.171
-2.640,-0.788,-0.033
-2.346,-0.718,0.152
-1.754,-0.294,0.314
-1.105,0.114,0.349
-0.559,0.262,0.261
-0.202,0.167,0.191
-0.065,0.021,0.289
-0.048,0.021,0.567
0.107,0.286,0.864
0.621,0.799,0.954
1.380,1.339,0.697
1.918,1.536,0.147
1.834,1.168,-0.463
1.240,0.427,-0.856
0.684,-0.193,-0.903
0.572,-0.373,-0.714
0.715,-0.274,-0.534
0.532,-0.309,-0.499
-0.296,-0.607,-0.526
-1.452,-0.857,-0.448
-2.251,-0.725,-0.252
-2.258,-0.337,-0.112
-1.602,-0.162,-0.160
-0.767,-0.429,-0.280
-0.173,-0.776,-0.200
0.052,-0.645,0.180
0.030,0.004,0.629
-0.030,0.512,0.803
0.059,0.180,0.608
0.386,-0.885,0.284
0.873,-1.703,0.141
1.265,-1.319,0.250
1.278,0.159,0.448
0.835,1.519,0.562
0.189,1.554,0.583
-0.234,0.271,0.583
-0.184,-1.061,0.565
0.161,-1.142,0.458
0.340,0.083,0.261
0.023,1.428,0.107
-0.644,1.702,0.128
-1.172,0.854,0.279
-1.208,-0.155,0.342
-0.909,-0.493,0.121
-0.756,-0.266,-0.348
-0.997,-0.171,-0.802
-1.327,-0.527,-0.961
-1.192,-0.896,-0.767
-0.408,-0.688,-0.423
0.608,0.020,-0.233
1.268,0.488,-0.347
1.384,0.138,-0.628
1.258,-0.738,-0.770
1.218,-1.233,-0.560
1.228,-0.760,-0.072
1.026,0.332,0.384
0.538,1.156,0.542
-0.016,1.202,0.393
-0.441,0.791,0.176
-0.827,0.606,0.135
-1.341,0.889,0.301
-1.850,1.242,0.495
-1.918,1.168,0.515
-1.292,0.674,0.309
-0.289,0.190,0.009
0.433,-0.006,-0.198
0.518,-0.104,-0.192
0.246,-0.407,-0.008
0.184,-0.821,0.182
0.532,-0.897,0.183
0.905,-0.402,-0.076
0.784,0.311,-0.470
0.155,0.662,-0.763
-0.406,0.483,-0.816
-0.328,0.159,-0.687
0.311,0.094,-0.539
0.812,0.248,-0.443
0.581,0.300,-0.330
-0.206,0.171,-0.118
-0.797,0.139,0.142
-0.689,0.380,0.324
-0.168,0.610,0.388
0.073,0.387,0.455
-0.229,-0.279,0.662
-0.638,-0.846,0.972
-0.595,-0.851,1.181
-0.105,-0.460,1.114
0.313,-0.236,0.805
0.291,-0.430,0.448
0.002,-0.696,0.205
-0.133,-0.585,0.081
0.010,-0.139,-0.043
0.217,0.148,-0.256
0.310,-0.058,-0.529
0.373,-0.557,-0.747
0.504,-0.879,-0.804
0.512,-0.807,-0.670
0.066,-0.519,-0.413
-0.845,-0.264,-0.152
-1.727,-0.090,0.021
-1.949,0.077,0.100
-1.316,0.191,0.156
-0.250,0.080,0.251
0.541,-0.301,0.362
0.583,-0.722,0.390
-0.066,-0.853,0.274
-0.879,-0.587,0.080
-1.209,-0.147,-0.020
-0.709,0.152,0.097
0.391,0.209,0.388
1.407,0.180,0.656
1.694,0.250,0.709
1.172,0.418,0.506
0.395,0.548,0.164
0.065,0.606,-0.155
0.383,0.759,-0.370
0.876,1.170,-0.485
0.857,1.701,-0.534
0.107,1.929,-0.535
-0.885,1.518,-0.507
-1.363,0.582,-0.489
-0.995,-0.353,-0.501
-0.152,-0.796,-0.502
0.457,-0.665,-0.416
0.403,-0.285,-0.223
-0.189,-0.021,-0.018
-0.880,0.029,0.080
-1.316,0.037,0.062
-1.387,0.194,0.034
-1.111,0.490,0.097
-0.543,0.726,0.205
0.150,0.717,0.216
0.637,0.467,0.061
0.602,0.146,-0.149
0.039,-0.084,-0.221
-0.678,-0.206,-0.072
-1.100,-0.304,0.191
-1.081,-0.415,0.383
-0.827,-0.461,0.405
-0.605,-0.357,0.296
-0.458,-0.128,0.157
-0.234,0.098,0.054
0.180,0.203,0.010
0.693,0.148,0.028
1.066,-0.053,0.114
1.080,-0.339,0.223
0.673,-0.587,0.261
0.007,-0.653,0.146
-0.548,-0.512,-0.096
-0.581,-0.342,-0.331
0.040,-0.372,-0.423
0.956,-0.608,-0.359
1.492,-0.781,-0.234
1.207,-0.608,-0.128
0.310,-0.098,-0.013
-0.480,0.448,0.173
-0.575,0.715,0.390
-0.043,0.594,0.475
0.509,0.186,0.323
0.544,-0.323,0.048
0.118,-0.718,-0.094
-0.232,-0.810,0.034
-0.079,-0.577,0.306
0.441,-0.248,0.460
0.759,-0.144,0.387
0.452,-0.340,0.221
-0.364,-0.546,0.158
-1.167,-0.410,0.211
-1.499,0.074,0.212
-1.267,0.530,0.026
-0.673,0.585,-0.279
0.001,0.244,-0.501
0.489,-0.157,-0.514
0.555,-0.319,-0.382
0.111,-0.230,-0.274
-0.619,-0.078,-0.272
-1.174,0.025,-0.307
-1.210,0.166,-0.239
-0.812,0.483,-0.007
-0.375,0.942,0.309
-0.188,1.289,0.546
-0.184,1.262,0.582
-0.108,0.873,0.423
0.144,0.446,0.185
0.425,0.304,0.009
0.528,0.412,-0.051
0.395,0.392,-0.045
0.128,-0.025,-0.085
-0.134,-0.617,-0.237
-0.310,-0.841,-0.454
-0.403,-0.441,-0.593
-0.490,0.213,-0.515
-0.659,0.494,-0.207
-0.876,0.198,0.185
-0.933,-0.254,0.452
-0.617,-0.293,0.467
0.007,0.170,0.278
0.560,0.680,0.043
0.668,0.725,-0.103
0.347,0.228,-0.135
0.008,-0.433,-0.112
0.045,-0.787,-0.100
0.432,-0.624,-0.120
0.772,-0.091,-0.150
0.701,0.454,-0.142
0.239,0.694,-0.058
-0.258,0.551,0.083
-0.433,0.199,0.200
-0.202,-0.127,0.189
0.243,-0.333,0.025
0.643,-0.477,-0.190
0.847,-0.594,-0.295
0.833,-0.593,-0.205
0.610,-0.383,0.021
0.166,-0.059,0.243
-0.436,0.135,0.362
-0.979,0.074,0.380
-1.163,-0.111,0.362
-0.865,-0.174,0.353
-0.310,-0.021,0.352
0.071,0.207,0.326
0.011,0.315,0.267
-0.374,0.239,0.200
-0.723,0.049,0.171
-0.767,-0.146,0.205
-0.528,-0.257,0.266
-0.232,-0.211,0.263
-0.089,-0.016,0.134
-0.169,0.168,-0.082
-0.396,0.106,-0.266
-0.599,-0.264,-0.323
-0.591,-0.680,-0.282
-0.311,-0.728,-0.264
0.077,-0.260,-0.346
0.268,0.410,-0.476
0.088,0.778,-0.530
-0.300,0.614,-0.445
-0.513,0.175,-0.285
-0.301,-0.075,-0.157
0.214,0.080,-0.101
0.658,0.443,-0.072
0.744,0.634,-0.026
0.495,0.471,0.020
0.170,0.100,0.024
0.032,-0.185,-0.005
0.172,-0.221,-0.005
0.504,-0.072,0.065
0.848,0.068,0.166
1.037,0.067,0.216
0.991,-0.063,0.201
0.750,-0.199,0.194
0.424,-0.195,0.273
0.099,0.004,0.406
-0.205,0.320,0.475
-0.498,0.562,0.395
-0.742,0.534,0.215
-0.857,0.196,0.067
-0.804,-0.261,0.037
-0.665,-0.519,0.076
-0.606,-0.388,0.078
-0.738,0.007,0.002
-1.002,0.306,-0.085
-1.186,0.227,-0.088
-1.085,-0.177,0.006
-0.662,-0.564,0.106
-0.087,-0.637,0.113
0.384,-0.428,0.003
0.580,-0.243,-0.165
0.462,-0.329,-0.310
0.112,-0.611,-0.388
-0.316,-0.766,-0.391
-0.610,-0.561,-0.324
-0.583,-0.093,-0.196
-0.229,0.307,-0.046
0.198,0.398,0.057
0.341,0.231,0.070
0.064,0.085,0.012
-0.394,0.193,-0.035
-0.637,0.549,-0.006
-0.484,0.929,0.077
-0.108,1.054,0.137
0.207,0.770,0.132
0.362,0.153,0.115
0.441,-0.498,0.176
0.487,-0.828,0.316
0.391,-0.663,0.421
0.069,-0.186,0.373
-0.324,0.179,0.187
-0.478,0.146,0.006
-0.254,-0.150,-0.052
0.120,-0.266,-0.007
0.276,0.087,0.024
0.080,0.712,-0.008
-0.229,1.080,-0.037
-0.320,0.856,0.016
-0.132,0.214,0.107
0.068,-0.360,0.081
0.004,-0.542,-0.139
-0.295,-0.387,-0.432
-0.498,-0.143,-0.577
-0.306,0.030,-0.471
0.244,0.114,-0.235
0.812,0.087,-0.086
1.055,-0.118,-0.118
0.915,-0.474,-0.222
0.607,-0.751,-0.217
0.376,-0.698,-0.039
0.282,-0.307,0.209
0.195,0.145,0.361
-0.005,0.358,0.331
-0.288,0.276,0.166
-0.514,0.091,0.004
-0.591,0.002,-0.042
-0.579,0.045,0.038
-0.609,0.132,0.156
-0.724,0.194,0.202
-0.815,0.233,0.175
-0.750,0.281,0.194
-0.533,0.352,0.364
-0.322,0.435,0.621
-0.257,0.487,0.740
-0.306,0.414,0.545
-0.307,0.124,0.123
-0.164,-0.346,-0.224
0.015,-0.769,-0.269
0.048,-0.863,-0.080
-0.095,-0.552,0.052
-0.226,-0.068,-0.078
-0.134,0.275,-0.399
0.161,0.398,-0.636
0.398,0.500,-0.593
0.349,0.772,-0.308
0.064,1.110,0.009
-0.157,1.194,0.153
-0.076,0.867,0.060
0.251,0.342,-0.190
0.518,-0.003,-0.428
0.465,-0.016,-0.485
0.114,0.123,-0.296
-0.273,0.153,0.032
-0.432,0.016,0.289
-0.311,-0.163,0.320
-0.100,-0.298,0.158
-0.050,-0.443,-0.020
-0.261,-0.667,-0.062
-0.608,-0.882,0.029
-0.828,-0.904,0.150
-0.734,-0.669,0.223
-0.359,-0.353,0.259
0.072,-0.241,0.295
0.330,-0.445,0.322
0.341,-0.777,0.293
0.186,-0.895,0.193
-0.011,-0.629,0.070
-0.178,-0.162,-0.020
-0.268,0.122,-0.072
-0.212,0.015,-0.111
0.022,-0.292,-0.148
0.330,-0.394,-0.169
0.492,-0.089,-0.159
0.380,0.414,-0.105
0.108,0.710,0.008
-0.066,0.601,0.191
-0.024,0.241,0.408
0.078,-0.066,0.550
-0.007,-0.143,0.506
-0.349,-0.010,0.278
-0.766,0.214,0.012
-1.012,0.401,-0.125
-0.959,0.426,-0.087
-0.615,0.235,0.012
-0.073,-0.047,0.025
0.489,-0.142,-0.085
0.803,0.161,-0.234
0.675,0.754,-0.310
0.197,1.241,-0.279
-0.266,1.271,-0.191
-0.387,0.862,-0.117
-0.175,0.379,-0.101
0.079,0.181,-0.169
0.135,0.293,-0.314
0.005,0.422,-0.479
-0.148,0.299,-0.542
-0.235,-0.022,-0.395
-0.268,-0.241,-0.064
-0.241,-0.153,0.263
-0.106,0.094,0.366
0.105,0.152,0.181
0.225,-0.147,-0.113
0.100,-0.608,-0.237
-0.198,-0.896,-0.058
-0.419,-0.909,0.293
-0.393,-0.848,0.539
-0.203,-0.931,0.501
-0.071,-1.102,0.264
-0.086,-1.086,0.078
-0.141,-0.711,0.129
-0.102,-0.123,0.385
0.016,0.344,0.637
0.082,0.478,0.692
0.010,0.350,0.521
-0.148,0.205,0.247
-0.293,0.214,0.025
-0.387,0.318,-0.068
-0.439,0.332,-0.055
-0.424,0.166,-0.009
-0.296,-0.044,-0.004
-0.084,-0.071,-0.085
0.078,0.152,-0.237
0.084,0.432,-0.394
0.011,0.521,-0.471
0.062,0.405,-0.441
0.308,0.319,-0.369
0.542,0.431,-0.343
0.472,0.598,-0.379
0.064,0.503,-0.392
-0.362,0.051,-0.300
-0.447,-0.466,-0.114
-0.183,-0.654,0.071
0.066,-0.417,0.192
-0.035,-0.050,0.274
-0.436,0.091,0.365
-0.785,-0.081,0.430
-0.799,-0.357,0.373
-0.528,-0.457,0.162
-0.209,-0.260,-0.091
0.007,0.144,-0.225
0.142,0.524,-0.186
0.232,0.635,-0.069
0.226,0.390,0.004
0.091,-0.039,0.023
-0.056,-0.320,0.061
-0.027,-0.246,0.143
0.214,0.050,0.191
0.479,0.230,0.126
0.548,0.100,-0.011
0.405,-0.186,-0.085
0.233,-0.322,-0.015
0.183,-0.180,0.121
0.218,0.072,0.182
0.209,0.191,0.116
0.115,0.109,0.011
0.007,-0.041,-0.019
-0.055,-0.116,0.029
-0.099,-0.097,0.058
-0.161,-0.060,-0.004
-0.192,-0.058,-0.111
-0.123,-0.069,-0.146
0.002,-0.031,-0.061
0.023,0.088,0.074
-0.163,0.259,0.136
-0.457,0.401,0.070
-0.631,0.465,-0.063
-0.564,0.473,-0.155
-0.355,0.491,-0.136
-0.215,0.522,-0.034
-0.266,0.463,0.063
-0.451,0.228,0.072
-0.621,-0.111,-0.026
-0.668,-0.350,-0.175
-0.587,-0.351,-0.274
-0.447,-0.195,-0.252
-0.337,-0.086,-0.121
-0.305,-0.125,0.029
-0.328,-0.235,0.105
-0.322,-0.296,0.085
-0.203,-0.303,0.032
0.010,-0.324,0.028
0.180,-0.342,0.101
0.136,-0.254,0.207
-0.149,-0.032,0.287
-0.498,0.163,0.323
-0.630,0.115,0.341
-0.403,-0.204,0.358
0.046,-0.571,0.355
0.411,-0.721,0.309
0.478,-0.609,0.227
