SITE CODE= 8A6栗原市栗駒                ,38.8233,140.9933,  8,7.2,39613.3637187,  4.65,  7.89
 LAT.=   38.8233
 LON.=  140.9933
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2008 06 14 08 43 40
 NS,EW,UD
-45.906,-114.123,-73.075
1.621,-91.691,-74.213
34.155,-61.832,-41.165
56.157,-30.534,-11.981
58.128,24.307,19.912
43.611,99.229,49.465
25.500,161.788,40.597
-3.525,221.195,-11.873
-37.480,279.172,-41.460
-71.317,259.585,-9.814
-118.686,167.097,34.126
-153.288,73.721,45.605
-158.627,-14.721,26.342
-152.359,-101.008,12.726
-142.976,-139.639,-0.337
-130.386,-139.665,-19.315
-107.748,-164.118,-17.305
-71.431,-161.413,-43.615
-38.694,-97.835,-67.910
-33.717,-32.727,-27.959
-43.971,24.523,8.235
-53.175,63.774,28.011
-54.567,89.180,30.896
-39.685,114.898,-12.061
-17.339,121.007,-63.859
4.109,113.552,-84.535
22.600,94.859,-51.580
41.512,87.627,1.513
63.814,132.386,40.680
83.500,177.665,63.595
88.406,201.590,39.366
80.496,227.066,16.001
60.817,194.382,19.034
22.150,126.375,4.320
-20.603,72.736,14.775
-54.392,5.443,45.215
-77.938,-53.839,40.170
-101.160,-92.300,37.354
-128.357,-112.180,74.080
-158.264,-114.354,77.724
-199.712,-93.647,-0.347
-233.637,-29.389,-80.424
-246.402,31.525,-122.552
-251.299,53.469,-108.643
-250.701,37.575,-19.037
-239.694,-5.196,61.027
-214.597,-50.149,61.905
-175.577,-115.029,19.834
-131.657,-139.724,-1.459
-93.459,-84.926,5.808
-68.295,-46.841,36.584
-49.677,-7.270,89.563
-31.904,69.196,109.332
-45.323,102.571,66.376
-75.571,81.594,7.507
-67.275,65.657,-28.023
-35.532,53.946,-31.180
-12.968,6.721,-2.557
5.149,-46.119,22.150
31.773,-89.664,22.129
62.150,-146.850,16.557
86.407,-181.161,19.184
106.157,-181.369,55.838
108.895,-167.747,109.864
80.877,-140.783,97.997
28.800,-108.645,14.834
-22.941,-59.700,-50.573
-58.697,10.184,-30.774
-85.413,58.279,61.391
-101.690,60.395,130.500
-106.651,51.732,115.306
-101.482,62.639,40.147
-89.011,76.323,-38.562
-79.614,82.290,-49.860
-66.112,86.603,10.473
-41.804,89.284,68.296
-13.188,98.815,72.825
-8.658,112.424,20.137
-34.320,115.255,-26.166
-51.135,115.814,4.439
-52.007,123.444,41.668
-38.798,141.146,36.536
-16.828,172.312,42.161
1.214,192.785,35.501
32.383,188.587,14.085
72.155,168.162,22.173
90.141,126.270,31.713
78.553,74.386,18.389
50.977,32.289,14.181
11.702,-5.014,30.558
-26.881,-32.052,30.652
-41.852,-24.579,22.556
-44.575,12.442,9.392
-45.624,42.736,-18.513
-39.355,62.729,-27.025
-23.253,86.048,-22.685
7.745,85.748,7.532
35.371,55.631,44.945
42.885,18.623,43.569
24.866,-33.229,42.098
-17.793,-97.075,50.931
-54.587,-140.507,59.624
-86.392,-153.309,52.321
-120.848,-156.496,11.703
-136.368,-149.467,-39.248
-135.202,-125.312,-83.825
-118.403,-88.949,-104.300
-86.048,-31.120,-76.962
-40.601,10.636,-13.871
9.969,8.987,29.908
51.713,5.836,44.002
90.011,6.239,42.530
114.383,-13.227,25.027
123.086,-51.049,29.845
127.482,-87.865,47.132
127.734,-103.148,48.900
136.480,-99.392,46.479
141.036,-90.403,32.496
107.183,-81.821,3.113
46.984,-58.568,-42.383
6.214,-12.686,-78.157
-12.448,32.800,-63.673
-28.263,62.727,3.231
-15.633,81.866,89.782
7.104,77.772,116.166
-6.534,32.200,46.882
-16.034,-17.264,-29.129
-7.007,-46.882,-36.478
-4.669,-83.703,-6.332
0.912,-114.307,19.266
12.071,-118.854,22.840
21.409,-94.168,-7.221
14.795,-44.960,-34.211
0.308,-2.966,-25.655
1.101,17.189,4.050
23.395,28.137,18.735
52.702,49.404,-19.889
71.873,76.398,-67.574
84.692,80.794,-69.326
87.273,65.184,-57.668
87.075,71.275,-12.186
91.248,92.739,55.996
86.760,92.718,36.354
73.658,98.702,-27.456
58.145,99.722,-68.613
47.189,82.480,-85.893
49.941,87.582,-35.069
55.929,91.681,26.486
38.211,81.146,24.672
1.741,77.972,-49.396
-29.230,82.419,-141.959
-40.019,69.984,-160.115
-29.221,26.096,-101.832
-9.954,-12.170,5.514
14.173,-46.708,67.005
32.658,-98.620,9.082
43.388,-145.577,-59.875
63.921,-185.941,-77.607
86.151,-222.669,-67.387
99.561,-251.439,-32.671
112.302,-272.777,-15.057
122.865,-270.983,-52.731
133.133,-253.551,-110.222
143.608,-224.882,-123.579
141.360,-166.870,-76.509
135.096,-99.246,9.432
122.889,-39.441,67.806
87.584,18.282,26.111
53.453,74.568,-53.175
41.183,117.354,-63.880
41.744,129.417,14.629
48.962,105.640,118.792
49.950,49.152,126.305
42.636,4.154,28.899
39.066,-13.685,-70.872
36.579,-34.972,-107.095
28.202,-44.557,-59.203
13.897,-50.044,29.496
5.235,-51.995,75.934
2.770,-29.782,38.013
-9.212,-21.671,-42.102
-22.189,-24.053,-96.298
-7.483,-11.218,-90.838
30.712,-8.168,-31.540
67.229,-26.764,41.676
95.854,-57.013,96.855
102.216,-89.429,82.990
92.523,-117.411,-3.831
79.854,-129.697,-82.383
53.192,-121.523,-106.054
25.469,-94.758,-49.349
-1.452,-62.132,53.983
-25.160,-34.793,110.668
-27.790,7.343,85.928
-9.313,62.417,5.154
27.768,102.254,-66.187
70.375,113.268,-75.528
116.334,101.313,-16.429
158.804,74.948,49.967
175.353,32.016,65.643
174.455,-18.852,44.108
169.125,-68.147,1.539
155.958,-111.041,-21.885
129.344,-134.572,2.555
97.569,-120.966,63.207
63.466,-81.028,84.900
21.059,-46.744,15.916
-12.881,-25.337,-61.087
-25.871,-10.909,-102.156
-21.842,7.989,-85.784
-28.010,14.831,-15.093
-56.446,-9.259,48.411
-95.480,-49.046,80.489
-139.063,-90.428,55.231
-153.228,-116.127,13.318
-146.649,-152.154,-2.943
-134.559,-179.588,14.925
-89.340,-140.152,71.359
-32.070,-75.292,61.359
12.427,-3.477,-18.903
37.215,66.315,-78.548
54.930,120.828,-88.856
76.064,161.139,-42.109
63.554,146.044,-7.675
21.192,91.703,13.347
-22.245,31.021,57.143
-62.825,-11.606,69.158
-88.958,-30.323,69.288
-101.364,-56.274,83.228
-111.841,-79.984,42.438
-104.637,-74.659,-38.104
-63.861,-30.859,-62.854
-23.014,4.032,-54.359
-0.986,12.423,-36.943
30.502,26.662,8.961
62.156,30.296,9.724
57.020,14.480,-23.938
27.715,-13.569,-28.114
-1.804,-33.985,7.152
-30.461,-28.832,91.666
-59.230,4.795,153.161
-90.472,57.929,131.269
-106.930,95.511,38.218
-111.007,127.569,-62.114
-116.838,174.602,-95.843
-121.464,211.822,-73.331
-135.318,214.112,-8.943
-142.743,193.636,42.428
-132.684,178.620,3.925
-114.295,153.837,-63.925
-92.336,113.963,-70.703
-78.275,92.354,-10.597
-57.776,86.273,71.446
-35.069,76.850,114.206
-15.888,64.150,93.319
14.703,46.337,11.460
35.608,37.634,-86.005
52.487,38.620,-119.152
75.871,28.603,-88.202
98.725,20.445,-11.978
125.466,16.499,102.570
126.748,14.745,180.758
90.545,34.600,146.410
36.223,62.832,17.894
-26.004,88.311,-97.557
-91.011,109.222,-111.559
-147.609,114.447,-29.015
-181.621,115.946,64.700
-196.367,109.475,88.831
-187.704,93.320,33.579
-162.386,84.538,-54.355
-145.471,62.344,-93.356
-127.341,19.632,-39.647
-89.529,-17.805,76.873
-46.993,-43.600,163.934
-19.561,-62.227,126.154
-0.196,-67.029,20.732
14.831,-51.672,-58.140
27.313,-12.536,-85.786
48.361,43.926,-25.284
60.754,81.852,62.408
55.685,89.018,92.844
47.811,93.023,51.194
44.970,107.429,-29.450
46.660,119.320,-67.284
40.641,118.073,-59.929
41.807,106.684,-4.630
53.695,77.514,95.770
44.884,28.290,145.024
25.091,-21.555,114.368
8.051,-54.067,49.098
-9.952,-79.938,0.555
-22.389,-111.127,1.071
-36.751,-125.377,7.710
-55.623,-128.338,-20.712
-71.004,-134.680,-48.947
-83.982,-118.091,-67.765
-97.688,-70.379,-88.199
-106.613,-1.985,-79.014
-96.352,74.797,-39.613
-69.890,142.327,7.138
-34.732,184.933,17.139
15.258,189.922,-8.660
68.627,166.189,-19.388
108.947,138.784,-41.748
141.793,125.692,-71.525
171.468,106.642,-46.869
169.516,58.334,33.998
117.655,4.471,104.455
33.345,-36.152,95.200
-71.364,-54.833,14.638
-169.150,-51.930,-76.659
-233.487,-49.711,-121.605
-266.672,-53.382,-97.699
-260.129,-76.426,-27.551
-207.480,-116.266,20.361
-123.600,-138.465,3.205
-31.764,-140.975,-31.168
40.119,-124.852,-53.563
85.762,-91.415,-63.748
120.863,-56.364,-35.167
141.116,-10.963,3.263
135.157,55.170,10.843
117.453,123.527,12.228
97.093,170.572,4.724
68.902,194.621,0.194
38.836,206.254,26.131
8.836,203.509,30.670
-6.089,170.407,1.178
7.962,114.262,-33.223
32.836,59.567,-50.557
54.962,9.725,-39.116
70.433,-36.577,-1.259
83.517,-89.934,61.938
82.357,-145.259,80.372
64.720,-171.581,45.379
51.256,-181.356,7.884
30.264,-200.719,-25.963
-0.410,-220.368,-29.366
-40.396,-228.224,-7.369
-87.492,-227.777,20.052
-127.872,-209.186,15.776
-165.674,-166.366,-31.522
-189.297,-117.889,-50.918
-190.295,-53.845,-25.252
-170.375,20.679,13.602
-137.863,71.939,44.823
-95.728,91.022,47.047
-40.525,71.094,9.008
0.420,38.904,-44.346
19.340,12.843,-64.161
31.249,-30.680,-32.360
38.116,-72.845,27.130
35.333,-101.147,63.038
35.154,-113.855,50.116
48.511,-96.908,7.766
54.588,-76.309,-23.224
53.984,-58.192,-14.272
49.091,-49.921,5.606
41.323,-67.351,6.057
42.113,-83.771,-22.498
29.468,-96.838,-72.689
0.534,-112.690,-100.026
-22.495,-136.221,-75.472
-39.913,-169.892,-9.262
-69.181,-190.302,61.081
-106.577,-175.775,77.549
-129.805,-120.478,10.911
-138.906,-68.864,-77.022
-137.486,-45.863,-120.240
-121.746,-30.883,-99.961
-91.468,-22.127,-12.922
-52.961,-24.816,79.118
-23.102,-47.136,100.491
-14.537,-67.889,39.429
-16.853,-76.921,-19.976
-11.480,-106.018,-10.073
3.737,-124.712,28.930
27.338,-97.699,77.552
59.148,-64.635,116.573
87.199,-32.943,103.220
106.538,21.864,54.081
126.331,78.886,10.682
147.802,110.718,-7.046
158.286,108.236,1.118
145.932,69.206,20.231
131.224,10.782,36.680
125.644,-44.072,25.620
115.988,-83.378,-30.106
113.560,-107.553,-65.637
114.644,-129.623,-46.665
112.978,-145.463,-23.646
106.667,-135.937,0.096
77.393,-103.672,33.200
34.572,-64.942,42.927
-9.712,-30.624,21.190
-51.875,0.641,-16.950
-80.475,16.926,-65.403
-84.390,1.122,-82.938
-71.936,-21.775,-53.623
-54.656,-31.064,-14.603
-23.702,-38.147,13.760
12.080,-49.931,-3.056
44.019,-52.114,-45.179
71.640,-34.571,-47.713
88.015,-19.818,-18.388
82.766,-15.712,5.095
59.062,-3.403,-2.650
40.765,21.262,-30.960
21.747,38.091,-44.648
-9.711,31.377,-45.684
-38.663,9.697,-34.729
-50.806,-12.395,-4.916
-54.969,-25.595,5.673
-64.259,-35.961,-9.925
-73.122,-43.461,-25.794
-79.400,-46.741,-50.944
-80.558,-49.006,-67.051
-66.779,-33.296,-51.823
-31.050,-9.848,-16.083
11.678,-0.147,20.772
46.739,12.639,27.135
77.880,41.284,18.821
98.226,74.063,20.520
100.282,100.207,19.702
81.370,122.182,23.237
46.253,141.472,5.511
8.852,152.645,-51.429
-17.382,168.570,-67.798
-36.836,191.764,-20.643
-55.016,184.673,36.873
-56.778,146.542,79.438
-48.582,106.171,74.008
-38.502,63.327,31.544
-23.506,34.800,-8.960
-5.485,20.329,-19.096
18.545,-0.208,19.937
40.490,4.518,56.114
53.722,32.610,47.578
47.997,56.328,7.305
22.804,85.186,-35.816
4.438,115.754,-35.248
-2.505,148.060,16.665
2.304,172.655,72.152
19.603,168.626,88.923
27.750,142.558,55.859
26.692,117.781,-1.491
19.166,100.270,-51.184
1.832,69.054,-72.104
-20.693,35.456,-25.752
-50.354,14.109,73.927
-80.421,-0.220,130.185
-109.582,-3.760,96.212
-125.259,-8.538,18.223
-119.814,-9.035,-32.939
-110.911,-2.423,-13.666
-94.702,-9.991,47.069
-72.838,-22.648,79.132
-53.160,-24.775,41.023
-31.334,-7.307,-29.888
-8.179,20.834,-54.730
11.141,35.507,-16.559
22.707,46.932,38.245
40.384,60.641,62.911
62.491,65.998,49.290
68.756,65.554,3.757
61.958,59.243,-30.462
56.103,45.728,0.746
43.083,27.184,46.238
3.320,11.108,40.774
-43.710,0.795,8.523
-82.435,-4.921,-5.521
-113.424,-7.636,4.884
-129.280,-12.290,17.415
-136.195,-14.193,14.387
-130.323,-13.671,-19.737
-116.598,-12.900,-67.654
-82.409,2.833,-81.977
-25.101,32.770,-64.616
16.298,58.129,-41.925
47.430,83.361,-26.495
73.334,119.468,-22.182
86.074,153.848,-22.673
96.708,174.694,-12.831
111.252,182.878,23.622
126.654,182.243,51.969
126.008,165.859,25.771
111.368,130.466,-28.100
91.391,94.709,-46.697
58.132,57.376,-34.398
20.248,11.673,-18.691
-4.983,-34.206,17.152
-19.707,-75.941,52.407
-27.460,-98.410,53.888
-24.948,-106.719,17.964
-15.677,-118.261,-28.213
-2.372,-116.170,-42.175
6.798,-88.780,-40.593
0.609,-48.963,-39.651
-15.530,-10.868,-34.642
-36.776,23.377,-47.777
-66.837,59.098,-64.390
-75.802,80.395,-50.001
-42.171,84.855,-14.234
-2.111,88.384,3.265
35.811,84.884,-15.976
86.779,72.302,-30.027
138.956,57.753,-15.475
181.302,59.812,19.757
200.757,66.788,65.637
187.945,42.454,62.141
155.853,17.507,-14.092
119.944,12.896,-84.690
83.814,-3.152,-69.513
57.884,-33.814,4.076
47.620,-61.752,66.693
39.092,-73.230,94.513
22.738,-67.053,63.471
-0.284,-56.045,-6.423
-22.969,-44.034,-57.377
-38.696,-26.894,-48.228
-48.709,-4.109,13.975
-60.986,15.175,45.807
-75.816,22.971,21.204
-88.117,18.097,-28.975
-91.318,9.090,-85.759
-78.483,15.903,-98.631
-55.962,36.359,-51.840
-25.230,55.114,16.181
11.967,67.549,57.738
48.194,77.712,61.854
81.649,84.786,57.475
106.096,72.643,34.064
108.127,46.856,-1.104
85.547,17.636,-11.914
56.754,-26.295,-3.459
27.596,-74.292,5.122
1.956,-104.855,-1.701
-16.945,-121.364,-16.605
-36.291,-120.226,-24.632
-51.397,-104.125,-25.359
-64.200,-95.788,-17.241
-73.254,-86.579,5.054
-70.297,-73.540,29.491
-60.314,-67.049,24.714
-47.429,-66.179,-9.172
-34.039,-78.017,-37.054
-20.299,-91.428,-27.334
-3.050,-99.991,-0.945
9.226,-107.276,2.621
12.888,-107.463,0.324
14.871,-106.232,8.373
17.289,-101.227,15.326
27.921,-90.365,23.187
47.990,-81.898,27.838
67.994,-73.201,1.367
84.162,-63.864,-29.791
89.323,-59.101,-16.284
82.197,-53.374,28.182
67.307,-38.326,80.753
45.815,-16.564,80.179
34.586,5.578,1.168
32.434,23.139,-70.085
28.929,32.958,-85.127
41.782,33.034,-43.988
57.827,9.993,30.588
59.349,-38.356,70.741
55.804,-78.369,49.404
42.154,-103.437,-5.457
25.434,-128.750,-45.359
15.271,-126.497,-20.305
8.433,-92.107,37.603
9.048,-46.376,71.075
5.456,11.067,65.915
-17.836,49.300,8.526
-42.460,67.410,-62.354
-42.129,102.111,-80.838
-20.462,112.817,-25.544
-3.913,64.840,62.877
2.005,-4.541,98.443
13.407,-57.871,61.709
19.895,-100.143,2.418
17.414,-146.754,-32.445
20.458,-157.807,-24.452
23.342,-122.990,0.132
16.370,-74.500,3.243
0.307,-10.264,-18.718
-13.984,50.866,-30.002
-27.328,82.722,-9.288
-40.904,89.125,25.859
-45.546,80.471,30.168
-51.777,56.139,-10.809
-59.489,18.943,-37.564
-62.196,-16.264,-21.780
-66.775,-51.041,11.624
-70.077,-66.616,51.810
-70.332,-48.897,70.439
-74.716,-22.315,35.383
-88.583,7.032,-26.378
-95.121,32.905,-64.933
-85.016,49.262,-52.234
-65.384,58.386,5.233
-44.592,44.554,41.507
-38.237,11.750,14.793
-32.673,-17.084,-26.615
-27.754,-42.291,-45.552
-29.224,-53.518,-36.356
-22.065,-29.469,19.701
-7.377,4.088,91.618
11.759,36.049,111.583
20.268,76.568,70.179
20.413,101.127,2.347
20.933,114.503,-54.020
18.941,129.735,-51.206
13.677,120.139,14.207
-6.239,74.548,65.310
-28.209,24.255,50.505
-43.675,-3.813,-0.967
-60.248,-16.507,-36.953
-81.047,-13.163,-39.341
-106.034,4.119,-32.733
-119.463,19.380,-25.525
-117.131,36.550,-17.851
-106.695,47.827,-21.913
-95.498,35.378,-30.793
-80.768,8.004,-24.431
-55.825,-24.243,1.602
-41.660,-59.697,16.719
-42.320,-91.767,9.535
-39.788,-114.440,-2.975
-33.122,-137.595,-16.817
-19.517,-155.876,-24.329
-0.073,-144.345,-11.027
22.661,-120.605,15.751
36.944,-96.342,19.412
31.017,-54.714,1.631
19.047,-12.131,-4.326
5.454,11.576,-12.948
-8.198,25.913,-22.865
-21.744,33.692,-10.759
-32.486,27.384,1.462
-35.810,18.745,12.885
-45.041,14.258,22.400
-59.182,9.737,-0.325
-71.759,2.932,-35.478
-79.249,-2.072,-44.056
-84.234,2.779,-18.864
-88.015,-0.199,31.549
-77.098,-16.943,76.291
-61.078,-23.907,70.748
-48.649,-14.853,8.354
-32.393,-1.593,-70.168
-13.993,10.193,-95.291
3.599,20.243,-47.195
15.394,22.982,6.051
24.564,19.643,24.037
32.386,16.736,-0.743
37.040,14.455,-54.453
42.351,11.949,-65.681
46.310,2.855,-24.452
54.675,-9.090,12.192
67.260,-13.311,34.804
72.543,-10.730,40.608
58.548,5.171,21.948
28.077,26.475,5.341
-2.007,43.607,-2.342
-32.570,65.059,-17.328
-59.641,80.111,-34.032
-74.269,87.768,-32.929
-71.829,90.365,-15.463
-52.852,78.764,1.029
-31.390,64.825,11.180
-7.420,53.890,17.193
10.584,35.133,21.730
16.883,7.097,23.992
22.820,-16.975,18.209
24.267,-30.547,1.037
27.241,-42.143,-8.589
27.365,-53.632,-1.558
14.382,-62.809,1.311
3.340,-70.664,2.415
-5.300,-71.123,-5.361
-17.502,-56.511,-39.774
-29.267,-37.714,-69.128
-35.200,-27.120,-51.448
-29.285,-17.984,4.421
-10.324,-11.608,48.096
14.951,-19.310,52.965
34.895,-30.685,19.473
46.579,-32.186,-23.306
47.693,-35.592,-26.062
35.260,-39.781,8.052
18.706,-31.215,40.665
3.509,-16.177,42.445
-12.136,4.207,18.744
-25.476,26.671,-3.822
-34.345,44.378,-15.718
-32.238,59.936,-9.925
-13.574,64.556,6.498
6.691,54.549,13.754
15.159,34.183,11.529
17.682,1.886,15.759
18.454,-30.345,23.950
17.686,-46.744,14.586
16.532,-51.783,-8.181
12.094,-53.130,-17.237
1.073,-54.227,-0.863
-15.400,-57.007,28.368
-31.127,-52.509,49.021
-42.995,-35.515,38.763
-50.560,-9.490,-9.175
-52.117,19.228,-61.664
-49.259,41.514,-70.297
-37.259,48.977,-28.014
-15.452,42.987,27.911
0.857,32.929,53.332
7.286,23.684,30.255
10.540,21.663,-18.357
10.571,22.439,-57.705
7.435,20.605,-57.413
8.210,22.810,-6.182
18.017,32.072,56.946
24.646,51.179,69.183
23.111,67.648,25.795
25.486,78.097,-17.828
30.411,91.853,-28.309
34.322,89.222,0.548
32.886,65.582,36.336
20.089,38.557,23.495
6.331,16.205,-22.974
-0.798,2.811,-45.864
-3.577,-4.190,-18.672
-6.901,3.006,30.634
-7.528,21.195,42.300
6.213,36.027,11.606
29.756,54.705,-17.058
56.849,68.519,-19.720
80.845,65.090,0.623
95.642,54.145,9.202
106.574,48.142,-12.181
100.367,48.832,-26.639
73.788,50.021,-5.023
40.913,54.302,45.396
10.283,55.333,86.072
-11.146,56.855,81.559
-25.989,60.026,41.588
-24.436,38.748,1.118
-10.127,2.629,-15.757
6.641,-32.839,-9.630
30.723,-73.211,1.745
49.513,-108.907,-0.771
62.090,-135.114,-6.489
70.881,-146.425,-1.606
71.753,-140.091,-2.311
75.507,-118.281,-9.037
82.679,-74.871,-15.343
85.504,-24.113,-24.068
85.729,22.271,-28.248
94.279,64.111,-29.582
106.125,90.878,-37.138
109.074,110.763,-46.510
105.870,128.666,-36.140
88.843,130.406,-3.450
64.064,124.467,24.563
41.533,116.339,29.209
19.192,95.259,10.058
6.703,79.183,-12.329
2.485,66.827,-12.118
4.484,34.287,13.856
7.146,1.838,25.590
6.370,-22.181,-1.996
4.727,-51.715,-30.176
-9.736,-78.117,-41.872
-27.521,-94.012,-34.482
-37.531,-105.846,-3.555
-48.794,-117.715,11.016
-51.174,-110.286,-10.933
-40.117,-79.901,-40.118
-28.643,-53.888,-44.188
-13.295,-31.471,-31.688
13.241,-5.643,-26.142
45.441,13.361,-25.209
77.821,28.944,-19.904
111.875,42.286,-0.485
137.239,46.484,8.389
148.201,45.054,-3.446
150.834,42.784,-12.892
137.870,32.293,-25.943
113.966,21.667,-23.619
79.208,26.596,-10.283
36.046,27.005,-18.653
1.776,21.240,-30.407
-24.716,27.638,-34.777
-41.922,26.728,-29.324
-48.341,10.672,-12.394
-40.721,-4.229,2.673
-25.070,-14.770,4.812
-17.713,-23.112,-15.733
-12.581,-37.842,-40.108
-10.745,-57.131,-39.488
-15.165,-61.217,-10.885
-20.675,-50.761,20.624
-27.457,-36.243,25.377
-25.413,-19.898,11.654
-11.982,-5.296,-4.266
5.490,2.523,-13.608
24.210,-4.463,-11.948
39.020,-21.508,-15.623
50.856,-35.246,-18.956
53.496,-41.804,-6.850
39.698,-45.983,10.985
18.377,-51.704,22.162
-5.671,-51.318,15.634
-23.104,-34.720,-1.889
-31.068,-7.726,-15.139
-37.227,11.121,-16.544
-38.938,23.047,-11.657
-37.661,37.481,-16.632
-35.172,44.876,-18.718
-31.691,45.626,-11.375
-32.674,45.582,-6.009
-35.034,38.260,2.849
-26.525,25.504,11.284
-11.906,12.302,9.862
-2.553,3.341,3.270
4.507,-1.025,0.135
8.790,-9.950,8.177
7.236,-15.327,24.789
1.973,-15.688,32.935
-7.932,-22.180,29.295
-25.234,-23.276,15.249
-35.212,-16.102,-3.166
-30.448,-12.837,0.819
-20.910,-12.232,26.622
-10.139,-5.285,45.363
-12.677,4.405,33.629
-28.982,7.279,-1.946
-41.529,12.819,-16.308
-46.458,16.852,10.465
-43.429,4.618,52.114
-33.585,-12.045,76.894
-19.037,-22.401,62.093
-7.793,-25.878,18.977
-5.233,-29.480,-13.357
-7.038,-37.292,-13.121
-16.138,-41.341,13.441
-31.441,-42.632,40.336
-45.591,-46.323,51.019
-60.255,-54.341,46.046
-76.687,-55.261,28.393
-86.430,-39.034,11.754
-85.086,-21.676,10.301
-78.732,-9.440,20.929
-68.335,6.821,30.847
-52.443,18.171,29.377
-37.398,10.486,5.236
-19.827,-2.548,-17.693
3.046,-3.457,-0.945
20.044,-5.609,33.081
30.614,-13.538,56.602
33.816,-13.416,58.733
29.580,-4.228,28.735
21.546,9.032,-8.034
9.255,18.741,-21.986
-0.484,29.266,-8.940
-13.802,49.523,12.207
-31.644,66.041,22.682
-47.414,72.270,13.009
-61.864,76.109,-17.475
-66.234,79.488,-34.186
-58.117,87.861,-21.209
-44.491,103.747,2.364
-30.438,117.691,23.350
-14.179,121.191,22.707
-2.518,108.370,0.799
-1.414,88.392,-21.993
-4.386,71.350,-26.918
-9.766,43.307,-1.745
-12.245,8.427,40.064
-13.134,-14.814,63.607
-16.894,-26.693,42.906
-20.953,-29.068,4.979
-21.677,-20.330,-9.999
-16.639,-7.513,-4.242
-8.721,-5.823,8.469
3.156,-13.713,12.416
15.793,-21.933,2.585
19.768,-36.513,-0.613
18.113,-60.070,4.263
19.581,-83.290,9.395
19.456,-93.023,18.954
12.814,-82.499,20.980
3.157,-60.157,13.789
-10.920,-38.361,6.936
-24.318,-15.060,-3.673
-28.165,10.292,-14.434
-24.690,21.330,-13.542
-19.719,20.694,2.311
-15.114,20.337,17.148
-5.638,13.271,19.470
5.761,4.847,19.046
9.237,4.150,17.616
4.309,1.238,9.839
-7.186,-16.528,-4.732
-21.554,-33.992,-23.923
-32.334,-33.479,-38.693
-33.400,-35.146,-40.585
-31.614,-45.179,-30.168
-32.180,-55.161,-11.882
-27.372,-61.091,0.457
-23.807,-52.059,-11.891
-25.213,-41.691,-36.652
-23.431,-36.869,-44.972
-11.669,-28.118,-29.111
7.414,-20.314,-3.126
23.932,-10.409,9.988
39.044,-0.561,9.723
44.021,5.087,5.680
27.326,11.861,-2.336
4.200,14.618,-7.867
-10.566,16.803,-7.710
-23.527,12.801,-3.343
-41.687,-3.865,0.891
-59.084,-16.317,-6.082
-69.945,-29.434,-22.579
-77.011,-44.822,-32.569
-77.033,-51.298,-23.254
-65.572,-55.226,-4.547
-55.792,-60.238,4.238
-48.664,-65.631,1.436
-37.353,-58.089,-20.267
-29.287,-31.639,-44.355
-22.448,-3.170,-34.813
-19.797,23.800,-4.684
-21.963,47.151,16.900
-21.892,58.736,14.482
-18.600,55.646,-1.304
-7.520,40.384,-15.265
9.073,25.992,-25.304
31.096,21.193,-17.653
53.098,18.550,-4.060
68.891,10.384,3.487
78.179,9.230,10.291
73.659,12.840,7.465
59.723,11.035,-2.107
37.924,18.707,-8.357
9.389,26.777,-9.035
-16.200,20.159,-9.718
-30.542,5.071,-15.095
-27.915,-15.583,-19.176
-19.727,-35.784,-22.414
-12.865,-50.226,-24.615
-2.602,-49.787,-21.130
10.159,-36.010,-13.643
24.345,-23.920,-8.655
35.277,-9.532,-12.677
38.602,6.527,-18.615
33.133,14.097,-13.741
23.639,22.568,4.216
15.723,41.536,22.342
3.883,60.258,20.570
-8.307,65.766,-2.037
-12.448,60.973,-25.309
-8.487,60.654,-27.221
1.065,70.840,-0.811
13.193,74.050,23.058
26.141,61.492,19.617
30.577,45.284,9.374
24.731,27.289,-0.257
14.835,3.319,-2.331
2.546,-27.703,22.682
-9.845,-61.022,54.173
-24.225,-80.126,62.995
-38.259,-77.676,37.296
-52.879,-66.889,-14.386
-69.643,-49.998,-46.359
-80.695,-16.258,-34.920
-83.754,24.222,-7.573
-78.683,49.091,5.906
-67.577,52.579,-3.985
-50.902,53.848,-20.892
-29.931,59.191,-19.625
-11.539,51.073,2.893
3.228,37.574,22.874
16.327,37.599,21.926
29.601,47.565,10.108
41.548,53.994,0.321
52.181,58.593,-0.089
61.889,73.954,4.375
66.018,81.326,-2.989
58.141,66.139,-23.399
42.893,48.104,-41.827
30.378,32.111,-44.746
16.544,12.199,-24.281
7.879,-4.788,17.836
2.707,-19.362,52.499
-9.455,-37.850,52.914
-19.158,-45.653,20.126
-22.432,-40.239,-23.082
-15.850,-37.284,-32.430
-0.027,-30.523,-2.719
16.695,-21.182,31.479
27.268,-25.721,41.684
30.970,-38.805,17.099
33.452,-42.610,-6.742
32.848,-39.991,-6.997
30.332,-38.377,5.518
28.450,-26.498,29.759
25.725,-2.155,41.101
18.730,21.531,22.862
7.993,40.685,-10.086
0.727,58.254,-38.680
-4.261,69.246,-37.038
-11.147,66.039,-8.579
-15.529,41.760,21.978
-8.972,5.557,31.642
6.249,-24.736,15.100
19.513,-52.655,1.449
29.937,-72.394,3.484
39.438,-80.351,17.944
44.888,-80.645,32.536
44.207,-61.642,22.242
30.786,-39.146,-9.560
3.288,-24.621,-35.903
-21.579,-5.799,-33.031
-35.084,6.983,-1.088
